Survived,Pclass,Age,SibSp,Parch,Fare,Embarked_644,Embarked_C,Embarked_Q,Sex_female,Cabin_encoded,interaction4,interaction5,interaction6,interaction7,Ratio1,Ratio4,Ratio5
0,0.8273772438659699,-0.5816590392833026,0.4327933656785018,0,-0.8797405693934276,False,False,False,False,0.3032166537316116,0.5117090544119267,-0.7278773276218131,-0.0,-0.8797405693934276,0.6611710992075207,-0.0,-1.1366987436870055
1,-1.5661069258891571,0.6493270053121817,0.4327933656785018,0,1.3612199269233836,False,True,False,True,0.3828892005610098,0.8838768587204274,-2.131815955213044,1.3612199269233836,0.0,0.477018439466857,0.7346351461811101,0.0
1,0.8273772438659699,-0.2739125281344317,-0.4745451962498395,0,-0.7985399740528017,False,False,False,True,0.2988627251557665,0.2187301031092064,-0.6606938028486102,-0.7985399740528017,-0.0,0.3430166767284712,-1.2522854615840149,-0.0
1,-1.5661069258891571,0.4185171219505282,0.4327933656785018,0,1.0620380556287108,False,False,False,True,0.0,0.444481110443663,-1.6632651544779782,1.0620380556287108,0.0,0.3940697979064152,0.9415858449705128,0.0
0,0.8273772438659699,0.4185171219505282,-0.4745451962498395,0,-0.7841792430073965,False,False,False,False,0.3032153651919821,-0.3281924398767994,-0.6488120607763623,-0.0,-0.7841792430073965,-0.5337008415900912,-0.0,-1.275218655577916
0,0.8273772438659699,-0.0431026447727783,-0.4745451962498395,0,-0.7386163019798162,False,False,True,False,0.2968424733612231,0.0318363160876192,-0.6111143202065352,-0.0,-0.7386163019798162,0.058355934816554,-0.0,-1.353882925843311
0,-1.5661069258891571,1.880313049907666,-0.4745451962498395,0,1.0381455622323272,False,False,False,False,0.3834269662921348,1.952038648369176,-1.625846955093141,0.0,1.0381455622323272,1.811222932807634,0.0,0.9632560561639326
0,0.8273772438659699,-2.120391595027658,2.247470489535184,1,0.1364991380659543,False,False,False,False,0.2968424733612231,-0.2894316250835693,0.1129362806430897,0.0,0.1364991380659543,-15.534102449812666,0.0,7.326053586630088
1,0.8273772438659699,-0.1969759003472139,-0.4745451962498395,2,-0.4814557804928132,False,False,False,True,0.2968424733612231,0.0948351858399424,-0.3983455567074832,-0.4814557804928132,-0.0,0.4091256317362965,-2.077033946869244,-0.0
1,-0.3693648410115937,-1.1971520615810447,0.4327933656785018,0,0.4894379098126232,False,True,False,True,0.2988627251557665,-0.5859316027480993,-0.1807811557429863,0.4894379098126232,0.0,-2.445973304436845,2.043160082108966,0.0
1,0.8273772438659699,-1.9665183394532224,0.4327933656785018,1,-0.0915650042440224,False,False,False,True,0.4600025702798137,0.1800642600979822,-0.0757588008459951,-0.0915650042440224,-0.0,21.476746008905486,-10.9212030104316,-0.0
1,-1.5661069258891571,2.1880595610565368,-0.4745451962498395,0,0.3652609357040262,False,False,False,True,0.3828892005610098,0.7992126826476516,-0.5720376811628297,0.3652609357040262,0.0,5.990401236965396,2.7377688174415336,0.0
0,0.8273772438659699,-0.7355322948577382,-0.4745451962498395,0,-0.7841792430073965,False,False,False,False,0.2968424733612231,0.5767891581890343,-0.6488120607763623,-0.0,-0.7841792430073965,0.937964504182624,-0.0,-1.275218655577916
0,0.8273772438659699,0.7262636330993993,0.4327933656785018,5,0.5286989276421439,False,False,False,False,0.3032153651919821,0.3839748040051398,0.4374334615874508,0.0,0.5286989276421439,1.3736809271362462,0.0,1.8914356502664629
0,0.8273772438659699,-1.1971520615810447,-0.4745451962498395,0,-0.8067633807960328,False,False,False,True,0.2988627251557665,0.965818444528064,-0.6674976624550136,-0.8067633807960328,-0.0,1.4838948941879535,-1.2395208109387672,-0.0
1,-0.3693648410115937,1.957249677694884,-0.4745451962498395,0,-0.1332285205737303,False,False,False,True,0.2988627251557665,-0.2607614789526999,0.0492099313199257,-0.1332285205737303,-0.0,-14.69092105253632,-7.505900355972108,-0.0
0,0.8273772438659699,-2.120391595027658,3.1548090514635256,1,0.4575195394387211,False,False,True,False,0.3032166537316116,-0.9701205859867894,0.378541255555637,0.0,0.4575195394387211,-4.634537789640473,0.0,2.1856990003679115
1,-0.3693648410115937,-0.0431026447727783,-0.4745451962498395,0,-0.3336984726090334,False,False,False,False,0.2968424733612231,0.0143832867260858,0.1232564832810473,-0.0,-0.3336984726090334,0.1291664430939068,-0.0,-2.9967173424003537
0,0.8273772438659699,0.1107706108016571,0.4327933656785018,0,-0.0183858369728918,False,False,False,True,0.2988627251557665,-0.0020366103915869,-0.0152120231208003,-0.0183858369728918,-0.0,-6.024779343196495,-54.38969144969597,-0.0
1,0.8273772438659699,-0.0431026447727783,-0.4745451962498395,0,-0.8828741679067215,False,True,False,True,0.3032153651919821,0.0380542116383456,-0.7304699957231248,-0.8828741679067215,-0.0,0.0488208244612864,-1.1326642418035424,-0.0
0,-0.3693648410115937,0.4185171219505282,-0.4745451962498395,0,0.3444394801955364,False,False,False,False,0.3032166537316116,0.1441538199375718,-0.1272238338405402,0.0,0.3444394801955364,1.21506722084512,0.0,2.903267649319136
1,-0.3693648410115937,0.3415804941633104,-0.4745451962498395,0,-0.3336984726090334,False,False,False,False,0.3842917251051893,-0.1139848891753355,0.1232564832810473,-0.0,-0.3336984726090334,-1.0236201906848752,-0.0,-2.9967173424003537
1,0.8273772438659699,-1.120215433793827,-0.4745451962498395,0,-0.7865550587251355,False,False,True,True,0.3032166537316116,0.8811111163125068,-0.6507777566368388,-0.7865550587251355,-0.0,1.424204728413412,-1.2713668152116653,-0.0
1,-1.5661069258891571,-0.1200392725599961,-0.4745451962498395,0,0.6557188297748956,False,False,False,False,0.3842917251051893,-0.0787120113300703,-1.0269258007463975,0.0,0.6557188297748956,-0.1830651601101723,0.0,1.5250438977683378
0,0.8273772438659699,-1.658771828304351,2.247470489535184,1,0.1364991380659543,False,False,False,True,0.3032153651919821,-0.226420924811631,0.1129362806430897,0.1364991380659543,0.0,-12.152251302150042,7.326053586630088,0.0
1,0.8273772438659699,0.6493270053121817,0.4327933656785018,5,0.5322916934007408,False,False,False,True,0.2968424733612231,0.345631371228453,0.4404060342186547,0.5322916934007408,0.0,1.2198706336439666,1.8786691815743604,0.0
0,0.8273772438659699,-0.0431026447727783,-0.4745451962498395,0,-0.8828741679067215,False,True,False,False,0.3032153651919821,0.0380542116383456,-0.7304699957231248,-0.0,-0.8828741679067215,0.0488208244612864,-0.0,-1.1326642418035424
0,-1.5661069258891571,-0.812468922644956,2.247470489535184,2,2.6987007794454887,False,False,False,False,0.5993424724349624,-2.1926105148171797,-4.226453981592047,0.0,2.6987007794454887,-0.3010592833533389,0.0,0.3705486757244252
1,0.8273772438659699,-0.0431026447727783,-0.4745451962498395,0,-0.8038521494426429,False,False,True,True,0.3032153651919821,0.0346481536472605,-0.6650889758815897,-0.8038521494426429,-0.0,0.053620115095374,-1.2440098601382823,-0.0
0,0.8273772438659699,-0.0431026447727783,-0.4745451962498395,0,-0.8019236166026615,False,False,False,False,0.2977793743241432,0.0345650287813262,-0.6634933516957409,-0.0,-0.8019236166026615,0.0537490652231718,-0.0,-1.2470015588722607
0,-1.5661069258891571,0.8032002608866171,-0.4745451962498395,0,0.4082334475616763,False,True,False,False,0.3032153651919821,0.3278932115841815,-0.6393372296059494,0.0,0.4082334475616763,1.9675023339807765,0.0,2.449578803434324
1,-1.5661069258891571,-0.0431026447727783,0.4327933656785018,0,2.097794920021772,False,True,False,True,0.3834269662921348,-0.0904205092438374,-3.285371153341188,2.097794920021772,0.0,-0.0205466436978172,0.4766910199161038,0.0
1,0.8273772438659699,-0.0431026447727783,-0.4745451962498395,0,-0.8189865811572412,False,False,True,True,0.2968424733612231,0.0353004876812927,-0.6776108602810917,-0.8189865811572412,-0.0,0.052629244195764,-1.2210212267299714,-0.0
0,-0.3693648410115937,2.80355258335428,-0.4745451962498395,0,-0.5368057694182639,False,False,False,False,0.2988627251557665,-1.504963201612055,0.1982771776752832,-0.0,-0.5368057694182639,-5.222657324254335,-0.0,-1.8628711853892692
0,-1.5661069258891571,-0.1200392725599961,0.4327933656785018,0,1.506085779788397,False,True,False,False,0.3032153651919821,-0.1807894414187536,-2.358691370709781,0.0,1.506085779788397,-0.0797028125296166,0.0,0.6639728051482556
0,-1.5661069258891571,0.9570735164610528,0.4327933656785018,0,1.0408277503255376,False,False,False,False,0.3032166537316116,0.9961486750343088,-1.6300475484424553,0.0,1.0408277503255376,0.9195311291053784,0.0,0.9607737684619112
1,0.8273772438659699,-0.0431026447727783,-0.4745451962498395,0,-0.8823470582632054,False,True,False,False,0.2977793743241432,0.0380314918186249,-0.7300338771990572,-0.0,-0.8823470582632054,0.0488499897734353,-0.0,-1.1333408896589745
0,0.8273772438659699,-0.6585956670705204,-0.4745451962498395,0,-0.7841792430073965,False,False,False,False,0.2968424733612231,0.5164570516513121,-0.6488120607763623,-0.0,-0.7841792430073965,0.8398534811311098,-0.0,-1.275218655577916
0,0.8273772438659699,-0.8894055504321737,1.340131927606843,0,-0.0183858369728918,False,False,False,True,0.2988627251557665,0.016352465453031,-0.0152120231208003,-0.0183858369728918,-0.0,48.37449346165295,-54.38969144969597,-0.0
1,0.8273772438659699,-1.1971520615810447,0.4327933656785018,0,-0.4722721171540271,False,True,False,True,0.3032166537316116,0.5653815386781883,-0.3907472026456454,-0.4722721171540271,-0.0,2.5348777073591338,-2.117423332180034,-0.0
0,0.8273772438659699,0.8032002608866171,0.4327933656785018,0,-0.6331972544104213,False,False,False,True,0.3032166537316116,-0.50858419993514,-0.5238929991775937,-0.6331972544104213,-0.0,-1.2684834864523975,-1.5792866962619947,-0.0
0,-0.3693648410115937,-0.1969759003472139,0.4327933656785018,0,0.1329851701219793,False,False,False,True,0.2968424733612231,-0.0261948736176042,-0.0491200462190046,0.1329851701219793,0.0,-1.481186963678278,7.519635453206996,0.0
0,0.8273772438659699,-0.0431026447727783,-0.4745451962498395,0,-0.8019236166026615,False,True,False,False,0.3032166537316116,0.0345650287813262,-0.6634933516957409,-0.0,-0.8019236166026615,0.0537490652231718,-0.0,-1.2470015588722607
1,-0.3693648410115937,-2.0434549672404403,0.4327933656785018,2,0.8147822510349936,False,True,False,True,0.3032153651919821,-1.664970838096805,-0.3009519166126088,0.8147822510349936,0.0,-2.507976781090531,1.227321776744314,0.0
1,0.8273772438659699,-0.812468922644956,-0.4745451962498395,0,-0.8038521494426429,False,False,True,True,0.2968424733612231,0.6531048898234962,-0.6650889758815897,-0.8038521494426429,-0.0,1.0107193508262526,-1.2440098601382823,-0.0
0,0.8273772438659699,-0.0431026447727783,-0.4745451962498395,0,-0.7841792430073965,False,False,False,False,0.3032153651919821,0.033800199349534,-0.6488120607763623,-0.0,-0.7841792430073965,0.0549652967189948,-0.0,-1.275218655577916
0,0.8273772438659699,-0.0431026447727783,0.4327933656785018,0,-0.1640522996256442,False,False,True,False,0.2968424733612231,0.0070710879949215,-0.1357331395141398,-0.0,-0.1640522996256442,0.2627372177722319,-0.0,-6.095617082369032
1,0.8273772438659699,-0.0431026447727783,-0.4745451962498395,0,-0.8189865811572412,False,False,True,True,0.2977793743241432,0.0353004876812927,-0.6776108602810917,-0.8189865811572412,-0.0,0.052629244195764,-1.2210212267299714,-0.0
0,0.8273772438659699,-0.0431026447727783,1.340131927606843,0,0.1643797141666738,False,True,False,False,0.3032166537316116,-0.0070852004275769,0.1360040348546985,0.0,0.1643797141666738,-0.2622138929446863,0.0,6.08347572003954
0,0.8273772438659699,-0.8894055504321737,0.4327933656785018,0,-0.0293120756270649,False,False,False,True,0.2977793743241432,0.0260703227573992,-0.0242521443443118,-0.0293120756270649,-0.0,30.342632904882105,-34.1156325032357,-0.0
0,0.8273772438659699,-1.7357084560915692,3.1548090514635256,1,0.7678594338107123,False,False,False,False,0.2968424733612231,-1.332780112354938,0.6353094220227913,0.0,0.7678594338107123,-2.260450780004931,0.0,1.3023216958307418
