,Pclass,Age,SibSp,Parch,Fare,Embarked_644,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Cabin_encoded,interaction4,interaction5,interaction6,interaction7,Ratio1,Ratio4,Ratio5
0,3,-0.5816590392833026,1,0,-0.8797405693934278,False,False,False,True,False,True,0.3032166537316116,0.5117090544119268,-2.639221708180284,-0.0,-0.8797405693934278,0.6611710992075205,-0.0,-1.136698743687005
1,1,0.6493270053121817,1,0,1.3612199269233831,False,True,False,False,True,False,0.3828892005610098,0.8838768587204273,1.3612199269233831,1.3612199269233831,0.0,0.4770184394668572,0.7346351461811103,0.0
2,3,-0.2739125281344315,0,0,-0.798539974052802,False,False,False,True,True,False,0.2988627251557665,0.2187301031092063,-2.395619922158406,-0.798539974052802,-0.0,0.3430166767284709,-1.2522854615840144,-0.0
3,1,0.4185171219505283,1,0,1.0620380556287106,False,False,False,True,True,False,0.0,0.444481110443663,1.0620380556287106,1.0620380556287106,0.0,0.3940697979064154,0.9415858449705128,0.0
4,3,0.4185171219505283,0,0,-0.7841792430073967,False,False,False,True,False,True,0.3032153651919821,-0.3281924398767996,-2.35253772902219,-0.0,-0.7841792430073967,-0.5337008415900912,-0.0,-1.2752186555779157
5,3,-0.0431026447727782,0,0,-0.7386163019798164,False,False,True,False,False,True,0.2968424733612231,0.0318363160876191,-2.215848905939449,-0.0,-0.7386163019798164,0.0583559348165539,-0.0,-1.3538829258433105
6,1,1.880313049907666,0,0,1.038145562232327,False,False,False,True,False,True,0.3834269662921348,1.952038648369176,1.038145562232327,0.0,1.038145562232327,1.8112229328076344,0.0,0.9632560561639328
7,3,-2.120391595027658,3,1,0.1364991380659541,False,False,False,True,False,True,0.2968424733612231,-0.2894316250835689,0.4094974141978623,0.0,0.1364991380659541,-15.53410244981269,0.0,7.326053586630098
8,3,-0.1969759003472138,0,2,-0.4814557804928133,False,False,False,True,True,False,0.2968424733612231,0.0948351858399424,-1.44436734147844,-0.4814557804928133,-0.0,0.4091256317362962,-2.077033946869243,-0.0
9,2,-1.1971520615810447,1,0,0.4894379098126231,False,True,False,False,True,False,0.2988627251557665,-0.5859316027480992,0.9788758196252462,0.4894379098126231,0.0,-2.445973304436846,2.0431600821089666,0.0
10,3,-1.9665183394532224,1,1,-0.0915650042440226,False,False,False,True,True,False,0.4600025702798137,0.1800642600979826,-0.2746950127320678,-0.0915650042440226,-0.0,21.47674600890544,-10.921203010431578,-0.0
11,1,2.1880595610565368,0,0,0.365260935704026,False,False,False,True,True,False,0.3828892005610098,0.7992126826476512,0.365260935704026,0.365260935704026,0.0,5.990401236965399,2.737768817441535,0.0
12,3,-0.7355322948577382,0,0,-0.7841792430073967,False,False,False,True,False,True,0.2968424733612231,0.5767891581890344,-2.35253772902219,-0.0,-0.7841792430073967,0.937964504182624,-0.0,-1.2752186555779157
13,3,0.7262636330993993,1,5,0.5286989276421437,False,False,False,True,False,True,0.3032153651919821,0.3839748040051397,1.586096782926431,0.0,0.5286989276421437,1.373680927136247,0.0,1.8914356502664635
14,3,-1.1971520615810447,0,0,-0.806763380796033,False,False,False,True,True,False,0.2988627251557665,0.9658184445280644,-2.420290142388099,-0.806763380796033,-0.0,1.483894894187953,-1.2395208109387668,-0.0
15,2,1.957249677694884,0,0,-0.1332285205737305,False,False,False,True,True,False,0.2988627251557665,-0.2607614789527003,-0.2664570411474611,-0.1332285205737305,-0.0,-14.6909210525363,-7.505900355972097,-0.0
16,3,-2.120391595027658,4,1,0.457519539438721,False,False,True,False,False,True,0.3032166537316116,-0.9701205859867892,1.3725586183161629,0.0,0.457519539438721,-4.634537789640475,0.0,2.185699000367912
