Pclass,Age,Parch,Fare,Embarked_C,interaction4,interaction5,interaction7,Ratio4
0.8273772438659699,-0.5816590392833026,0,-0.8797405693934276,False,0.5117090544119267,-0.7278773276218131,-0.8797405693934276,-0.0
-1.5661069258891571,0.6493270053121817,0,1.3612199269233836,True,0.8838768587204274,-2.131815955213044,0.0,0.7346351461811101
0.8273772438659699,-0.2739125281344317,0,-0.7985399740528017,False,0.2187301031092064,-0.6606938028486102,-0.0,-1.2522854615840149
-1.5661069258891571,0.4185171219505282,0,1.0620380556287108,False,0.444481110443663,-1.6632651544779782,0.0,0.9415858449705128
0.8273772438659699,0.4185171219505282,0,-0.7841792430073965,False,-0.3281924398767994,-0.6488120607763623,-0.7841792430073965,-0.0
0.8273772438659699,-0.0431026447727783,0,-0.7386163019798162,False,0.0318363160876192,-0.6111143202065352,-0.7386163019798162,-0.0
-1.5661069258891571,1.880313049907666,0,1.0381455622323272,False,1.952038648369176,-1.625846955093141,1.0381455622323272,0.0
0.8273772438659699,-2.120391595027658,1,0.1364991380659543,False,-0.2894316250835693,0.1129362806430897,0.1364991380659543,0.0
0.8273772438659699,-0.1969759003472139,2,-0.4814557804928132,False,0.0948351858399424,-0.3983455567074832,-0.0,-2.077033946869244
-0.3693648410115937,-1.1971520615810447,0,0.4894379098126232,True,-0.5859316027480993,-0.1807811557429863,0.0,2.043160082108966
0.8273772438659699,-1.9665183394532224,1,-0.0915650042440224,False,0.1800642600979822,-0.0757588008459951,-0.0,-10.9212030104316
-1.5661069258891571,2.1880595610565368,0,0.3652609357040262,False,0.7992126826476516,-0.5720376811628297,0.0,2.7377688174415336
0.8273772438659699,-0.7355322948577382,0,-0.7841792430073965,False,0.5767891581890343,-0.6488120607763623,-0.7841792430073965,-0.0
0.8273772438659699,0.7262636330993993,5,0.5286989276421439,False,0.3839748040051398,0.4374334615874508,0.5286989276421439,0.0
0.8273772438659699,-1.1971520615810447,0,-0.8067633807960328,False,0.965818444528064,-0.6674976624550136,-0.0,-1.2395208109387672
-0.3693648410115937,1.957249677694884,0,-0.1332285205737303,False,-0.2607614789526999,0.0492099313199257,-0.0,-7.505900355972108
0.8273772438659699,-2.120391595027658,1,0.4575195394387211,False,-0.9701205859867894,0.378541255555637,0.4575195394387211,0.0
-0.3693648410115937,-0.0431026447727783,0,-0.3336984726090334,False,0.0143832867260858,0.1232564832810473,-0.3336984726090334,-0.0
0.8273772438659699,0.1107706108016571,0,-0.0183858369728918,False,-0.0020366103915869,-0.0152120231208003,-0.0,-54.38969144969597
0.8273772438659699,-0.0431026447727783,0,-0.8828741679067215,True,0.0380542116383456,-0.7304699957231248,-0.0,-1.1326642418035424
