Survived,Pclass,Age,SibSp,Parch,Fare,Embarked_644,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Cabin_encoded,interaction1,interaction2,interaction3,interaction4,interaction5,interaction6,interaction7,Ratio1,Ratio2,Ratio3,Ratio4,Ratio5
0,0.8273772438659699,-0.5816590392833026,0.4327933656785018,0,-0.8797405693934276,False,False,False,True,False,True,0.3032166537316116,0.0,-0.3807458819517031,-0.0,0.5117090544119267,-0.7278773276218131,-0.0,-0.8797405693934276,0.6611710992075207,-0.4919556750428237,-0.0,-0.0,-1.1366987436870055
1,-1.5661069258891573,0.6493270053121817,0.4327933656785018,0,1.3612199269233836,False,True,False,False,True,False,0.38288920056100983,0.0,0.5891269536018154,0.0,0.8838768587204274,-2.131815955213044,1.3612199269233836,0.0,0.47701843946685707,0.31794521746144083,0.0,0.7346351461811101,0.0
1,0.8273772438659699,-0.2739125281344317,-0.47454519624983954,0,-0.7985399740528017,False,False,False,True,True,False,0.2988627251557665,-0.0,0.3789433087002286,-0.0,0.2187301031092064,-0.6606938028486102,-0.7985399740528017,-0.0,0.3430166767284712,0.5942660501282072,-0.0,-1.2522854615840147,-0.0
1,-1.5661069258891573,0.4185171219505282,0.4327933656785018,0,1.0620380556287108,False,False,False,True,True,False,0.0,0.0,0.45964302457420164,0.0,0.444481110443663,-1.6632651544779782,1.0620380556287108,0.0,0.3940697979064152,0.4075121069200242,0.0,0.9415858449705127,0.0
0,0.8273772438659699,0.4185171219505282,-0.47454519624983954,0,-0.7841792430073965,False,False,False,True,False,True,0.3032153651919821,-0.0,0.3721284927679956,-0.0,-0.32819243987679947,-0.6488120607763623,-0.0,-0.7841792430073965,-0.5337008415900912,0.6051488871726787,-0.0,-0.0,-1.275218655577916
0,0.8273772438659699,-0.04310264477277835,-0.47454519624983954,0,-0.7386163019798162,False,False,True,False,False,True,0.29684247336122316,-0.0,0.35050681797634264,-0.0,0.0318363160876192,-0.6111143202065352,-0.0,-0.7386163019798162,0.058355934816554045,0.6424786387436209,-0.0,-0.0,-1.353882925843311
0,-1.5661069258891573,1.880313049907666,-0.47454519624983954,0,1.0381455622323272,False,False,False,True,False,True,0.38342696629213485,-0.0,-0.49264698956543973,0.0,1.9520386483691758,-1.625846955093141,0.0,1.0381455622323272,1.8112229328076341,-0.4571085342111599,0.0,0.0,0.9632560561639326
0,0.8273772438659699,-2.120391595027658,2.2474704895351842,1,0.1364991380659543,False,False,False,True,False,True,0.29684247336122316,2.2474704895351842,0.306777784650221,0.1364991380659543,-0.28943162508356934,0.11293628064308976,0.0,0.1364991380659543,-15.534102449812666,16.465089240704515,7.326053586630088,0.0,7.326053586630088
1,0.8273772438659699,-0.1969759003472139,-0.47454519624983954,2,-0.4814557804928132,False,False,False,True,True,False,0.29684247336122316,-0.9490903924996791,0.2284725278395817,-0.9629115609856264,0.09483518583994247,-0.3983455567074832,-0.4814557804928132,-0.0,0.4091256317362965,0.9856464819346441,-4.154067893738487,-2.0770339468692436,-0.0
1,-0.3693648410115937,-1.1971520615810447,0.4327933656785018,0,0.48943790981262325,False,True,False,False,True,False,0.2988627251557665,0.0,0.21182548027845624,0.0,-0.5859316027480993,-0.18078115574298634,0.48943790981262325,0.0,-2.445973304436845,0.8842661285559035,0.0,2.043160082108966,0.0
1,0.8273772438659699,-1.9665183394532224,0.4327933656785018,1,-0.09156500424402242,False,False,False,True,True,False,0.4600025702798137,0.4327933656785018,-0.039628726365136764,-0.09156500424402242,0.18006426009798224,-0.07575880084599511,-0.09156500424402242,-0.0,21.476746008905486,-4.726624208142879,-10.9212030104316,-10.9212030104316,-0.0
1,-1.5661069258891573,2.1880595610565368,-0.47454519624983954,0,0.36526093570402624,False,False,False,True,True,False,0.38288920056100983,-0.0,-0.17333282241606715,0.0,0.7992126826476516,-0.5720376811628297,0.36526093570402624,0.0,5.990401236965396,-1.2991950407594837,0.0,2.7377688174415336,0.0
0,0.8273772438659699,-0.7355322948577382,-0.47454519624983954,0,-0.7841792430073965,False,False,False,True,False,True,0.29684247336122316,-0.0,0.3721284927679956,-0.0,0.5767891581890343,-0.6488120607763623,-0.0,-0.7841792430073965,0.9379645041826241,0.6051488871726787,-0.0,-0.0,-1.275218655577916
0,0.8273772438659699,0.7262636330993993,0.4327933656785018,5,0.5286989276421439,False,False,False,True,False,True,0.3032153651919821,2.163966828392509,0.22881738832485812,2.6434946382107194,0.38397480400513984,0.43743346158745083,0.0,0.5286989276421439,1.3736809271362462,0.818600801043128,9.457178251332314,0.0,1.8914356502664629
0,0.8273772438659699,-1.1971520615810447,-0.47454519624983954,0,-0.8067633807960328,False,False,False,True,True,False,0.2988627251557665,-0.0,0.3828456868670374,-0.0,0.9658184445280641,-0.6674976624550136,-0.8067633807960328,-0.0,1.4838948941879535,0.5882086464826976,-0.0,-1.2395208109387672,-0.0
1,-0.3693648410115937,1.9572496776948838,-0.47454519624983954,0,-0.13322852057373036,False,False,False,True,True,False,0.2988627251557665,-0.0,0.06322295444173666,-0.0,-0.2607614789526999,0.04920993131992576,-0.13322852057373036,-0.0,-14.690921052536321,3.5618889574565245,-0.0,-7.505900355972108,-0.0
0,0.8273772438659699,-2.120391595027658,3.1548090514635256,1,0.45751953943872115,False,False,True,False,False,True,0.3032166537316116,3.1548090514635256,1.443386784242701,0.45751953943872115,-0.9701205859867894,0.378541255555637,0.0,0.45751953943872115,-4.634537789640473,6.895462990135466,2.1856990003679115,0.0,2.1856990003679115
1,-0.3693648410115937,-0.04310264477277835,-0.47454519624983954,0,-0.33369847260903346,False,False,False,True,False,True,0.29684247336122316,-0.0,0.15835500717252549,-0.0,0.014383286726085876,0.12325648328104731,-0.0,-0.33369847260903346,0.12916644309390685,1.4220778193546735,-0.0,-0.0,-2.9967173424003537
0,0.8273772438659699,0.11077061080165719,0.4327933656785018,0,-0.01838583697289185,False,False,False,True,True,False,0.2988627251557665,0.0,-0.0079572682643141,-0.0,-0.002036610391586922,-0.015212023120800305,-0.01838583697289185,-0.0,-6.024779343196495,-23.539497620729154,-0.0,-54.389691449695974,-0.0
1,0.8273772438659699,-0.04310264477277835,-0.47454519624983954,0,-0.8828741679067215,False,True,False,False,True,False,0.3032153651919821,-0.0,0.4189636952732089,-0.0,0.038054211638345686,-0.7304699957231248,-0.8828741679067215,-0.0,0.04882082446128641,0.5375003749118377,-0.0,-1.1326642418035424,-0.0
0,-0.3693648410115937,0.4185171219505282,-0.47454519624983954,0,0.3444394801955364,False,False,False,True,False,True,0.3032166537316116,-0.0,-0.16345210072558353,0.0,0.14415381993757184,-0.12722383384054028,0.0,0.3444394801955364,1.21506722084512,-1.3777317164119598,0.0,0.0,2.903267649319136
1,-0.3693648410115937,0.34158049416331043,-0.47454519624983954,0,-0.33369847260903346,False,False,False,True,False,True,0.38429172510518933,-0.0,0.15835500717252549,-0.0,-0.11398488917533556,0.12325648328104731,-0.0,-0.33369847260903346,-1.0236201906848752,1.4220778193546735,-0.0,-0.0,-2.9967173424003537
1,0.8273772438659699,-1.120215433793827,-0.47454519624983954,0,-0.7865550587251355,False,False,True,False,True,False,0.3032166537316116,-0.0,0.3732559247040235,-0.0,0.8811111163125068,-0.6507777566368388,-0.7865550587251355,-0.0,1.424204728413412,0.6033210148301532,-0.0,-1.2713668152116653,-0.0
1,-1.5661069258891573,-0.12003927255999611,-0.47454519624983954,0,0.6557188297748956,False,False,False,True,False,True,0.38429172510518933,-0.0,-0.311168220760243,0.0,-0.07871201133007039,-1.0269258007463975,0.0,0.6557188297748956,-0.18306516011017235,-0.7237022557560961,0.0,0.0,1.5250438977683378
0,0.8273772438659699,-1.6587718283043513,2.2474704895351842,1,0.1364991380659543,False,False,False,True,True,False,0.3032153651919821,2.2474704895351842,0.306777784650221,0.1364991380659543,-0.22642092481163106,0.11293628064308976,0.1364991380659543,0.0,-12.152251302150042,16.465089240704515,7.326053586630088,7.326053586630088,0.0
1,0.8273772438659699,0.6493270053121817,0.4327933656785018,5,0.5322916934007408,False,False,False,True,True,False,0.29684247336122316,2.163966828392509,0.23037231350961576,2.661458467003704,0.345631371228453,0.44040603421865476,0.5322916934007408,0.0,1.2198706336439666,0.8130755580900438,9.393345907871801,1.8786691815743604,0.0
0,0.8273772438659699,-0.04310264477277835,-0.47454519624983954,0,-0.8828741679067215,False,True,False,False,False,True,0.3032153651919821,-0.0,0.4189636952732089,-0.0,0.038054211638345686,-0.7304699957231248,-0.0,-0.8828741679067215,0.04882082446128641,0.5375003749118377,-0.0,-0.0,-1.1326642418035424
0,-1.5661069258891573,-0.812468922644956,2.2474704895351842,2,2.6987007794454887,False,False,False,True,False,True,0.5993424724349624,4.4949409790703685,6.065250361889336,5.397401558890977,-2.1926105148171793,-4.226453981592047,0.0,2.6987007794454887,-0.3010592833533389,0.8327972136269882,0.7410973514488505,0.0,0.37054867572442524
1,0.8273772438659699,-0.04310264477277835,-0.47454519624983954,0,-0.8038521494426429,False,False,True,False,True,False,0.3032153651919821,-0.0,0.38146417601311433,-0.0,0.03464815364726057,-0.6650889758815897,-0.8038521494426429,-0.0,0.053620115095374066,0.5903389032160568,-0.0,-1.2440098601382825,-0.0
0,0.8273772438659699,-0.04310264477277835,-0.47454519624983954,0,-0.8019236166026615,False,False,False,True,False,True,0.29777937432414325,-0.0,0.3805490000180911,-0.0,0.03456502878132622,-0.6634933516957409,-0.0,-0.8019236166026615,0.053749065223171896,0.5917585994788928,-0.0,-0.0,-1.2470015588722607
0,-1.5661069258891573,0.8032002608866171,-0.47454519624983954,0,0.40823344756167634,False,True,False,False,False,True,0.3032153651919821,-0.0,-0.19372522148890428,0.0,0.32789321158418155,-0.6393372296059494,0.0,0.40823344756167634,1.9675023339807765,-1.1624358540051885,0.0,0.0,2.449578803434324
1,-1.5661069258891573,-0.04310264477277835,0.4327933656785018,0,2.097794920021772,False,True,False,False,True,False,0.38342696629213485,0.0,0.9079117239394862,0.0,-0.0904205092438374,-3.2853711533411882,2.097794920021772,0.0,-0.020546643697817234,0.20630871089820832,0.0,0.47669101991610385,0.0
1,0.8273772438659699,-0.04310264477277835,-0.47454519624983954,0,-0.8189865811572412,False,False,True,False,True,False,0.29684247336122316,-0.0,0.3886461478812482,-0.0,0.03530048768129278,-0.6776108602810917,-0.8189865811572412,-0.0,0.052629244195764015,0.5794297576637941,-0.0,-1.2210212267299714,-0.0
0,-0.3693648410115937,2.8035525833542794,-0.47454519624983954,0,-0.5368057694182639,False,False,False,True,False,True,0.2988627251557665,-0.0,0.25473859919663616,-0.0,-1.5049632016120553,0.19827717767528327,-0.0,-0.5368057694182639,-5.222657324254335,0.8840165722587221,-0.0,-0.0,-1.8628711853892694
0,-1.5661069258891573,-0.12003927255999611,0.4327933656785018,0,1.506085779788397,False,True,False,False,False,True,0.3032153651919821,0.0,0.6518239336351512,0.0,-0.18078944141875367,-2.358691370709781,0.0,1.506085779788397,-0.07970281252961664,0.2873630250591096,0.0,0.0,0.6639728051482556
0,-1.5661069258891573,0.9570735164610527,0.4327933656785018,0,1.0408277503255376,False,False,False,True,False,True,0.3032166537316116,0.0,0.45046334515497277,0.0,0.9961486750343088,-1.6300475484424553,0.0,1.0408277503255376,0.9195311291053785,0.4158165129082481,0.0,0.0,0.9607737684619112
1,0.8273772438659699,-0.04310264477277835,-0.47454519624983954,0,-0.8823470582632054,False,True,False,False,False,True,0.29777937432414325,-0.0,0.4187135579239814,-0.0,0.038031491818624905,-0.7300338771990572,-0.0,-0.8823470582632054,0.048849989773435354,0.5378214749011857,-0.0,-0.0,-1.1333408896589743
0,0.8273772438659699,-0.6585956670705204,-0.47454519624983954,0,-0.7841792430073965,False,False,False,True,False,True,0.29684247336122316,-0.0,0.3721284927679956,-0.0,0.5164570516513121,-0.6488120607763623,-0.0,-0.7841792430073965,0.8398534811311098,0.6051488871726787,-0.0,-0.0,-1.275218655577916
0,0.8273772438659699,-0.8894055504321737,1.340131927606843,0,-0.01838583697289185,False,False,False,True,True,False,0.2988627251557665,0.0,-0.02463944714314672,-0.0,0.016352465453031085,-0.015212023120800305,-0.01838583697289185,-0.0,48.374493461652946,-72.8893620444225,-0.0,-54.389691449695974,-0.0
1,0.8273772438659699,-1.1971520615810447,0.4327933656785018,0,-0.47227211715402717,False,True,False,False,True,False,0.3032166537316116,0.0,-0.20439623909920313,-0.0,0.5653815386781883,-0.39074720264564544,-0.47227211715402717,-0.0,2.5348777073591338,-0.9164067705003855,-0.0,-2.1174233321800346,-0.0
0,0.8273772438659699,0.8032002608866171,0.4327933656785018,0,-0.6331972544104213,False,False,False,True,True,False,0.3032166537316116,0.0,-0.2740435708746728,-0.0,-0.50858419993514,-0.5238929991775937,-0.6331972544104213,-0.0,-1.2684834864523977,-0.6835048046465104,-0.0,-1.5792866962619947,-0.0
0,-0.3693648410115937,-0.1969759003472139,0.4327933656785018,0,0.13298517012197938,False,False,False,True,True,False,0.29684247336122316,0.0,0.05755509936241959,0.0,-0.026194873617604298,-0.04912004621900466,0.13298517012197938,0.0,-1.481186963678278,3.254448336468842,0.0,7.5196354532069964,0.0
0,0.8273772438659699,-0.04310264477277835,-0.47454519624983954,0,-0.8019236166026615,False,True,False,False,False,True,0.3032166537316116,-0.0,0.3805490000180911,-0.0,0.03456502878132622,-0.6634933516957409,-0.0,-0.8019236166026615,0.053749065223171896,0.5917585994788928,-0.0,-0.0,-1.2470015588722607
