,Pclass,Age,SibSp,Parch,Fare,Embarked_644,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Cabin_encoded,interaction4,interaction5,interaction6,interaction7,Ratio1,Ratio4,Ratio5
0,1,-1.9665183394532224,0,2,1.5021989568725875,False,False,False,True,False,True,0.3842917251051893,-2.954101798197444,1.5021989568725875,0.0,1.5021989568725875,-1.3090931334071063,0.0,0.6656907831182959
1,3,-0.0431026447727782,0,0,-0.8019236166026618,False,False,False,True,False,True,0.2968424733612231,0.0345650287813261,-2.4057708498079853,-0.0,-0.8019236166026618,0.0537490652231717,-0.0,-1.2470015588722605
2,3,-2.197328222814876,1,1,-0.4814557804928133,False,False,False,True,True,False,0.2977793743241432,1.0579163745142224,-1.44436734147844,-0.4814557804928133,-0.0,4.563925311200361,-2.077033946869243,-0.0
3,2,0.4954537497377461,1,2,0.4092826615690944,False,False,False,True,False,True,0.2968424733612231,0.2027806293770527,0.8185653231381889,0.0,0.4092826615690944,1.2105417508728362,0.0,2.443299201012408
4,2,1.0340101442482703,1,1,0.3539558601651709,False,False,False,True,False,True,0.3032153651919821,0.3659939500269091,0.7079117203303419,0.0,0.3539558601651709,2.921296863868159,0.0,2.825211029232168
5,1,0.6493270053121817,0,1,2.14527242190355,False,False,False,True,False,True,0.3842917251051893,1.3929833172934434,2.14527242190355,0.0,2.14527242190355,0.3026781114987805,0.0,0.4661412647595948
6,2,0.1107706108016572,1,1,0.3539558601651709,False,False,False,True,True,False,0.3032153651919821,0.0392079068273219,0.7079117203303419,0.3539558601651709,0.0,0.312950351351626,2.825211029232168,0.0
7,3,-0.0431026447727782,0,0,-0.7841792430073967,False,False,False,True,False,True,0.3032153651919821,0.0338001993495339,-2.35253772902219,-0.0,-0.7841792430073967,0.0549652967189947,-0.0,-1.2752186555779157
8,3,-0.8894055504321737,0,0,-0.7560434444325566,False,False,False,True,False,True,0.2968424733612231,0.6724292358461745,-2.2681303332976697,-0.0,-0.7560434444325566,1.176394765382446,-0.0,-1.322675313652833
9,2,-0.0431026447727782,0,0,-0.1926030564769894,False,True,False,False,False,True,0.2968424733612231,0.008301701125479,-0.3852061129539788,-0.0,-0.1926030564769894,0.2237900351177854,-0.0,-5.192025600691708
10,1,0.7262636330993993,1,1,1.812289926928167,False,True,False,False,True,False,0.0,1.3162002665602954,1.812289926928167,1.812289926928167,0.0,0.4007436240240086,0.5517880914865542,0.0
11,2,0.7262636330993993,0,0,-0.3336984726090336,False,False,False,True,False,True,0.3032153651919821,-0.2423530650767571,-0.6673969452180673,-0.0,-0.3336984726090336,-2.1764068244636565,-0.0,-2.9967173424003524
12,3,-0.2739125281344315,2,0,-0.7165619336211217,False,False,False,True,False,True,0.2988627251557665,0.1962752908030582,-2.149685800863365,-0.0,-0.7165619336211217,0.382259390685497,-0.0,-1.3955527820833762
13,3,-0.7355322948577382,0,0,-0.9050797531497118,False,False,False,True,False,True,0.3032153651919821,0.6657153878634827,-2.7152392594491355,-0.0,-0.9050797531497118,0.8126712505699724,-0.0,-1.1048750085503096
14,1,-0.0431026447727782,1,0,2.003535801391161,False,False,False,True,True,False,0.2988627251557665,-0.0863576919369068,2.003535801391161,2.003535801391161,0.0,-0.0215132890277527,0.4991176096307573,0.0
15,3,1.4956299109715772,0,0,-3.0585777291682934,False,False,False,True,False,True,0.2977793743241432,-4.574500336775623,-9.17573318750488,-0.0,-3.0585777291682934,-0.488995226999929,-0.0,-0.3269493498443559
16,2,-0.5047224114960849,0,0,-0.1928732839633732,False,True,False,False,False,True,0.2977793743241432,0.0973474689951629,-0.3857465679267465,-0.0,-0.1928732839633732,2.6168601535914737,-0.0,-5.184751249374177
17,3,-2.197328222814876,4,1,0.7678594338107121,False,False,False,True,False,True,0.3032153651919821,-1.6872392050669287,2.303578301432136,0.0,0.7678594338107121,-2.86162821743302,0.0,1.302321695830742
18,3,-0.0431026447727782,0,0,-0.8038521494426432,False,False,True,False,True,False,0.3032153651919821,0.0346481536472605,-2.411556448327929,-0.8038521494426432,-0.0,0.0536201150953739,-1.244009860138282,-0.0
19,3,-0.0431026447727782,1,2,0.242006638024377,False,False,False,True,False,True,0.2977793743241432,-0.010431126151419,0.726019914073131,0.0,0.242006638024377,-0.1781052169669685,0.0,4.132118061568506
20,2,-2.0434549672404403,1,1,0.3444394801955362,False,False,False,True,False,True,0.4600025702798137,-0.7038465667192837,0.6888789603910724,0.0,0.3444394801955362,-5.932696699229668,0.0,2.903267649319137
21,3,-1.9665183394532224,1,1,-0.4814557804928133,False,False,False,True,False,True,0.2977793743241432,0.9467916219748824,-1.44436734147844,-0.0,-0.4814557804928133,4.084525348185276,-0.0,-2.077033946869243
22,3,-0.812468922644956,0,0,-0.830854756854953,False,False,False,True,False,True,0.0,0.6750436691763805,-2.492564270564859,-0.0,-0.830854756854953,0.9778711813848268,-0.0,-1.2035797974910982
23,3,0.841668574780226,0,0,-0.8189865811572414,False,False,True,False,False,True,0.2977793743241432,-0.6893152685267453,-2.4569597434717245,-0.0,-0.8189865811572414,-1.027695195678218,-0.0,-1.2210212267299712
24,3,-2.197328222814876,0,2,-0.1490371552690002,False,True,False,False,True,False,0.3032153651919821,0.3274835475206169,-0.4471114658070007,-0.1490371552690002,-0.0,14.74349278103754,-6.709736227822381,-0.0
25,3,-0.0431026447727782,0,2,-0.1800831698720664,False,True,False,False,True,False,0.2968424733612231,0.0077620609005515,-0.5402495096161992,-0.1800831698720664,-0.0,0.2393485454715118,-5.552989769729253,-0.0
26,3,-0.6585956670705204,0,0,-0.798539974052802,False,False,False,True,False,True,0.3032153651919821,0.5259149668937811,-2.395619922158406,-0.0,-0.798539974052802,0.8247497789346385,-0.0,-1.2522854615840144
27,1,1.880313049907666,0,0,1.038145562232327,False,False,False,True,False,True,0.3834269662921348,1.952038648369176,1.038145562232327,0.0,1.038145562232327,1.8112229328076344,0.0,0.9632560561639328
28,3,-0.0431026447727782,0,0,-0.1640522996256444,False,False,True,False,False,True,0.3032153651919821,0.0070710879949215,-0.4921568988769333,-0.0,-0.1640522996256444,0.2627372177722312,-0.0,-6.095617082369025
29,2,-0.3508491559216493,1,2,0.8147822510349934,False,True,False,False,False,True,0.3032153651919821,-0.2858656650355688,1.6295645020699867,0.0,0.8147822510349934,-0.4306048094150016,0.0,1.2273217767443143
30,3,-0.2739125281344315,1,0,-0.2316612596882322,False,True,False,False,False,True,0.2988627251557665,0.0634549213120107,-0.6949837790646967,-0.0,-0.2316612596882322,1.1823838327697118,-0.0,-4.3166475108777
31,3,-0.5816590392833026,0,0,-0.5353074585700541,False,False,False,True,True,False,0.3032166537316116,0.311366422073044,-1.6059223757101624,-0.5353074585700541,-0.0,1.0865887070527014,-1.8680853105825592,-0.0
32,3,0.1107706108016572,1,1,0.1104479417286699,False,False,False,True,True,False,0.2968424733612231,0.0122343859670706,0.3313438251860098,0.1104479417286699,0.0,1.0029214584530692,9.05403925458958,0.0
33,1,1.4956299109715772,1,0,1.588760118059578,False,True,False,False,False,True,1.0,2.376197153928639,1.588760118059578,0.0,1.588760118059578,0.9413818322669474,0.0,0.6294216405818038
34,2,-0.812468922644956,1,1,0.6904870950626278,False,False,False,True,False,True,0.2977793743241432,-0.5609993062257785,1.3809741901252557,0.0,0.6904870950626278,-1.1766605465251516,0.0,1.4482529900277124
35,2,-0.4277857837088671,0,0,-0.5368057694182641,False,False,False,True,False,True,0.2968424733612231,0.2296378767700335,-1.0736115388365282,-0.0,-0.5368057694182641,0.7969098099904145,-0.0,-1.8628711853892683
36,3,-1.0432788060066092,0,0,-0.7841792430073967,False,False,False,True,False,True,0.2988627251557665,0.8181175843399234,-2.35253772902219,-0.0,-0.7841792430073967,1.3304085963886811,-0.0,-1.2752186555779157
37,1,-0.3508491559216493,1,0,1.1057901177672145,False,True,False,False,False,True,0.3842917251051893,-0.3879655294451283,1.1057901177672145,0.0,1.1057901177672145,-0.3172836782355008,0.0,0.904330744082952
38,3,0.7262636330993993,0,0,0.2711522804976662,False,False,False,True,False,True,0.3032153651919821,0.1969280403574224,0.8134568414929986,0.0,0.2711522804976662,2.678434537841367,0.0,3.687964556907376
39,3,1.3417566553971416,1,0,-0.2286058134653583,False,False,False,True,True,False,0.2968424733612231,-0.306733371679622,-0.6858174403960748,-0.2286058134653583,-0.0,-5.86930242524416,-4.374341950632566,-0.0
